company,date,avjSubj_std,avgPol_std,medianTime_std,numTweets_over_followers_std,sumRetweets_over_followers_std,sumFavorites_over_sumFollowers_std,sumFollowers_over_followers_std,numVerified_over_followers_std,change_std
@cisco,2017-11-08,-0.66599676,-0.046257967,-0.018884795,-0.108976572,-0.167563426,-0.195579163,-0.336471351,0.279048424,0.633320746
@cisco,2017-11-07,-1.26017642,0.151520262,0.030450215,0.098748191,-0.166102222,-0.197407795,-0.358034561,0.453646657,0.218984823
@google,2017-11-24,0.698932945,-0.781411504,-0.617482914,-0.751239752,-0.147501602,-0.157451057,-0.657674996,-0.749344216,0.178817109
@google,2017-11-22,-0.448869407,-0.76142755,0.886823761,-0.700333433,-0.111502835,-0.090048681,-0.637327447,-0.694600583,0.011219834
@google,2017-11-21,-0.162293849,-0.750425773,0.387717911,-0.679235894,-0.152148634,-0.164912838,-0.598004,-0.641744662,1.192436463
@google,2017-11-20,0.762592822,-1.272881363,0.162010241,-0.706254355,-0.052017393,-0.022868886,-0.634402877,-0.700263718,-0.249320776
@google,2017-11-17,-0.22179412,0.072600208,0.266024887,-0.715714219,-0.144853957,-0.135890516,-0.496802399,-0.705926852,-1.794220061
@google,2017-11-16,2.223341194,1.180100725,-0.491678639,-0.64194089,-0.121006847,-0.108791949,-0.357179524,-0.573787049,1.126850026
@google,2017-11-15,-0.261310946,-0.506219456,0.73552973,-0.702307074,-0.161233677,-0.17633865,-0.620841578,-0.639856951,0.093823399
@google,2017-11-14,-0.310494759,-0.125344569,-0.101932061,-0.709248844,-0.140116108,-0.107949085,-0.628355695,-0.615316702,0.405885129
@google,2017-11-13,-0.124303754,-0.831669119,-0.047252425,-0.728644969,-0.116575231,-0.103859606,-0.599652371,-0.670060334,-0.032541673
@google,2017-11-10,-0.220193804,0.859587504,-1.128922516,-0.710814146,-0.135224058,-0.139355299,-0.645310169,-0.639856951,-0.04754103
@google,2017-11-09,-0.924627956,-0.375496704,0.227790255,-0.688967984,-0.145547031,-0.16046073,-0.590268346,-0.624755259,-0.116719926
@google,2017-11-08,0.420796563,0.660589101,0.079785225,-0.71013358,-0.134586424,-0.140263925,-0.625114436,-0.673835757,0.931726234
@google,2017-11-07,0.589262916,0.528925825,0.425130294,-0.693663888,-0.126928115,-0.110358474,-0.508592971,-0.602102721,0.255084388
@google,2017-11-06,1.515187255,0.448725265,0.449797799,-0.657730016,-0.104608252,-0.077050606,-0.635244674,-0.662509488,-0.872889669
@hp,2017-11-24,0.87180637,-0.099580839,0.72977398,-0.701744176,-0.171742089,-0.199177358,0.105964383,-0.31599976,-1.287495045
@hp,2017-11-22,0.60247546,1.581895911,0.682494595,-0.518837355,-0.152542341,-0.133145205,-0.396006803,-0.622444135,2.009736407
@hp,2017-11-21,-1.30484554,-0.695403894,-1.254315666,-0.629317985,-0.169334678,-0.190062633,-0.5698146,-0.554345385,0.61184471
@hp,2017-11-20,-1.529756501,-0.449978302,1.365373356,-0.572850107,-0.162624999,-0.158723877,-0.504498657,-0.31599976,1.75431686
@hp,2017-11-17,1.251421463,1.610554187,-0.126188441,-0.612132109,-0.168800732,-0.185152537,-0.598836594,-0.418147885,1.359449888
@hp,2017-11-16,1.943840083,1.415620613,0.700584099,-0.52129248,-0.166658435,-0.175346431,-0.289934322,-0.38409851,0.761902329
@hp,2017-11-15,0.156069973,2.843856993,0.466653927,-0.351888847,-0.136597434,-0.057973219,-0.371237421,-0.145752885,0.220963505
@hp,2017-11-14,0.699399957,0.917980199,-1.086987758,-0.633000672,-0.168648176,-0.193994752,-0.590234263,-0.45219726,1.509934777
@hp,2017-11-13,1.270133918,1.140188613,0.175577369,-0.563029607,-0.162408258,-0.159056401,-0.453143618,-0.45219726,-0.447364366
@ibm,2017-11-24,-0.144702568,0.056610984,0.05347322,-0.111322868,-0.157444584,-0.181601168,-0.33180896,0.339828104,-0.175735153
@ibm,2017-11-22,-0.365071062,0.05576114,-0.222802835,0.315723771,-0.129212351,-0.111636178,-0.151363079,0.519300179,-0.277710512
@ibm,2017-11-21,0.600431084,-1.453059727,0.482687805,2.256844858,0.025292686,0.266146684,1.370610084,1.147452443,0.472890753
@ibm,2017-11-20,-0.007461792,0.128284159,0.245057508,0.668360768,-0.118324947,-0.147093972,0.434060125,0.339828104,-0.193703076
@ibm,2017-11-17,-1.378497124,-0.711376312,-0.380674867,1.01129216,-0.100227488,-0.140938486,0.387222527,1.416660556,-0.523446646
@ibm,2017-11-16,-0.232639482,-0.081820707,-1.284738922,1.84920943,-0.118560297,-0.10091653,1.079736398,2.762701121,-0.283361599
@ibm,2017-11-15,0.054153639,0.006558546,-0.990373363,1.63568611,-0.098092174,-0.037794556,2.134080413,4.916366025,-1.644914254
@ibm,2017-11-14,-0.054839691,0.33728809,0.996594158,1.949500686,-0.039369816,0.106911009,1.858590293,2.672965084,-0.483926176
@ibm,2017-11-13,-1.088778505,-0.280077704,-1.437266327,1.50951324,-0.079403887,-0.028304714,1.58889886,1.955076782,-0.915349295
@ibm,2017-11-10,0.460221251,-0.228430576,-0.601037911,1.959206291,-0.088511454,-0.080429446,0.765390159,1.775604707,-1.377278216
@ibm,2017-11-09,-0.81535641,-0.391926794,1.00975016,0.875413684,-0.113794453,-0.129131057,0.666853706,-0.019116047,-0.142523875
@ibm,2017-11-08,-0.851096379,0.372364712,0.285758891,1.538630056,-0.004694868,0.062189322,1.424145745,4.377949799,-1.207226765
@ibm,2017-11-07,-1.351945679,-0.3292757,-0.52086852,1.341282745,-0.116211697,-0.071246249,0.538058476,2.403756971,-0.824821163
@intel,2017-11-24,0.134892056,-1.885646844,-1.05080875,-0.83058945,-0.171304111,-0.198110829,-0.713769237,-0.781008798,0.497858519
@intel,2017-11-22,-1.178767134,-0.904175183,0.388951287,-0.777829941,-0.166521918,-0.19782844,-0.724624681,-0.819118455,-0.915982717
@intel,2017-11-21,-1.21972677,-0.587160446,-0.057530552,-0.764090486,-0.168939043,-0.197045566,-0.6776452,-0.735277211,0.553438695
@intel,2017-11-20,-0.240790314,0.866956144,-0.129888567,-0.808606321,-0.159674508,-0.191074694,-0.682592667,-0.781008798,-0.399946447
@intel,2017-11-17,0.032727541,-0.147320683,0.091296727,-0.759144282,-0.140762504,-0.059050529,-0.687591986,-0.750521073,-2.552764744
@intel,2017-11-16,0.168899707,-0.153942995,-0.749454065,-0.752274554,-0.142844171,-0.073684148,-0.505879414,-0.735277211,-0.025565956
@intel,2017-11-15,-0.937775828,-0.184223731,0.519689063,-0.70720914,-0.133646686,-0.030738203,-0.519122194,-0.636192105,0.117064137
@intel,2017-11-14,-0.26100992,0.025671338,0.203533874,-0.761342595,-0.143576514,-0.120715953,-0.676655518,-0.742899142,0.37016976
@intel,2017-11-13,1.38201888,1.758212325,0.601091829,-0.781676989,-0.165264838,-0.183482967,-0.684430105,-0.750521073,1.316647957
@intel,2017-11-10,-0.291217184,0.121706155,-0.018884795,-0.784150091,-0.16868417,-0.19313709,-0.629751378,-0.720033348,-1.373153807
@intel,2017-11-09,1.168676822,0.284370345,0.474465303,-0.748702296,-0.165903477,-0.186090674,-0.434246343,-0.48375348,0.619254873
@intel,2017-11-08,2.429313131,1.391943792,0.696472848,-0.736336786,-0.159925632,-0.190820956,-0.448141594,-0.552350861,0.139521971
@intel,2017-11-07,2.682817813,2.657730385,1.4611655,-0.617353102,-0.135736058,-0.164077805,-0.48426229,-0.300827131,0.13914215
@intel,2017-11-06,-0.600597034,-0.192222176,0.375795284,-0.741832568,-0.166723067,-0.183173436,-0.601196056,-0.598082449,0.195071105
@microsoft,2017-11-24,0.649503072,-0.427407101,-0.37039674,-0.788003767,-0.171457661,-0.200367276,-0.678306402,-0.75202891,0.306934351
@microsoft,2017-11-22,0.450725664,0.032243033,-0.235958838,-0.749343691,-0.170927456,-0.199067445,-0.672730515,-0.655343471,-1.191939765
@microsoft,2017-11-21,0.084312252,-0.456869849,0.200655999,-0.725735694,-0.169405877,-0.195281532,-0.630646221,-0.646553886,1.448180801
@microsoft,2017-11-20,0.580097796,-0.216558192,-0.360529738,-0.713535588,-0.16894711,-0.195947454,-0.372078425,-0.607000752,0.121648427
@microsoft,2017-11-17,-0.097299582,-0.232399652,0.140631737,-0.697532851,-0.166157528,-0.186743667,-0.583767867,-0.615790337,-1.450134638
@microsoft,2017-11-16,-0.053817252,-0.32880061,-0.381085992,-0.655703916,-0.163527993,-0.192206358,-0.486114075,-0.558658032,-0.33097424
@microsoft,2017-11-15,0.113873954,-0.145920572,-0.47235576,-0.670439109,-0.166576794,-0.196047441,-0.40681728,-0.580631996,-1.289603266
@microsoft,2017-11-14,-0.062503088,0.086718588,-0.578837156,-0.665844264,-0.165795533,-0.193477102,-0.456460708,-0.527894484,-0.886845901
@microsoft,2017-11-13,0.019343474,0.318316475,-0.204713332,-0.701969253,-0.16567763,-0.190938775,-0.294890866,-0.646553886,-0.391086554
@microsoft,2017-11-10,-0.251679274,-0.307520007,-0.536902398,-0.705771884,-0.1662531,-0.190635099,-0.477263052,-0.589421581,0.04116465
@microsoft,2017-11-09,0.237665718,-0.222301859,-0.068219805,-0.660932533,-0.156948211,-0.165878547,-0.549738587,-0.611395545,-0.112922288
@microsoft,2017-11-08,-0.629806723,-0.155985251,-0.438232378,-0.464621736,-0.066440374,0.245544225,-0.569650464,-0.523499691,0.562765096
@microsoft,2017-11-07,0.038763032,-0.34679351,-0.092887309,-0.576324006,-0.1647296,-0.167239398,-0.496444246,-0.55426324,-0.844306594
@microsoft,2017-11-06,0.083922067,-0.036690379,0.696472848,-0.677410598,-0.166186344,-0.179144969,-0.365765114,-0.470762179,0.332125405
@oracle,2017-11-24,-1.08194649,-0.324320959,-2.319540753,-0.675816567,-0.170110983,-0.199791206,-0.670082548,-0.826740386,0.261438893
@oracle,2017-11-22,1.277790327,0.90636213,0.973571153,-0.342231313,-0.160894432,-0.198085473,-0.483770304,-0.669022501,-0.028983051
@oracle,2017-11-21,2.10034881,0.568324586,0.832144125,-0.421836885,-0.162007542,-0.196774025,-0.317092394,-0.563877245,-1.057849207
@oracle,2017-11-20,-1.31723333,-1.126575167,0.192433497,-0.488174861,-0.166309174,-0.197558814,-0.487065886,-0.563877245,-0.134893614
@oracle,2017-11-17,2.542756283,-5.39004655,-0.678329426,-0.162171091,-0.155789925,-0.195279146,-0.269517326,-0.301014104,-0.240412353
@oracle,2017-11-16,0.21392733,0.324911194,0.774997739,-0.457848929,-0.170557663,-0.200725388,-0.263216369,-0.301014104,0.154590042
@oracle,2017-11-15,-0.765376058,0.274406168,-0.572259155,-0.427522997,-0.168851373,-0.200019078,-0.448873324,-0.406159361,-0.240800766
@oracle,2017-11-14,0.08965759,0.031006691,-0.293105224,-0.141322013,-0.150199959,-0.196992442,-0.328480342,-0.301014104,-0.396572882
@oracle,2017-11-13,0.046903408,0.660011068,-1.240748538,-0.436999851,-0.163496955,-0.192867103,-0.585704086,-0.406159361,0.707258019
@oracle,2017-11-10,-1.053268046,-0.04761215,-1.128922516,-0.541245243,-0.169474715,-0.198655626,-0.571756665,-0.353586733,0.761607016
@xerox,2017-11-24,-0.072896272,-0.92856677,-3.394221717,-0.820943648,-0.172282404,-0.202544089,-0.708284411,-0.639905353,0.054000558
@xerox,2017-11-22,0.556350632,0.92193783,-0.995717989,-0.4908867,-0.171521865,-0.201613297,1.670536914,-0.453070321,-0.219071396
@xerox,2017-11-21,0.331187754,0.512175074,1.672483792,-0.255131737,-0.168923783,-0.201952683,-0.654788114,-0.826740386,-0.939972163
@xerox,2017-11-20,-3.503039358,-0.978318378,-2.594583433,-0.538037692,-0.171588221,-0.201966124,-0.659855079,-0.079400257,0.555639261
@xerox,2017-11-17,-1.113217445,1.134855754,-1.907593421,-0.463943275,-0.171327902,-0.202920438,-0.710905711,-0.453070321,0.65089491
@xerox,2017-11-16,2.044421401,3.326658723,0.823510498,-0.329226154,-0.168229601,-0.202450002,-0.689253909,-0.826740386,-0.264824579
@xerox,2017-11-15,0.006765194,-0.522258972,-1.151945521,-0.470679131,-0.171618846,-0.202053491,-0.597091134,-0.639905353,1.028072001
@xerox,2017-11-14,-2.238144463,-0.116004833,-1.556081476,-0.383113002,-0.171899582,-0.202450002,-0.558365231,-0.453070321,-0.40349693
@xerox,2017-11-13,0.215586866,1.476154324,-0.855113211,-0.672754814,-0.170404026,-0.199973489,-0.685343089,0.107434776,-3.953092429
@xerox,2017-11-10,-1.047753466,-0.538746734,0.351127779,-0.389848858,-0.170062039,-0.198817559,1.708896363,-0.453070321,-0.214946468
@xerox,2017-11-09,0.042518278,-0.278341519,1.36249548,-0.423528139,-0.170358088,-0.201384799,-0.358387815,0.48110484,0.762005996
@xerox,2017-11-08,-1.002966529,0.596495232,1.337827976,-0.443735707,-0.170245793,-0.202187901,-0.703169906,-0.826740386,3.442881799
@xerox,2017-11-07,0.108857654,1.678202563,2.447865697,-0.362905434,-0.168428668,-0.201290712,-0.702281834,-0.826740386,-2.520917658
@xerox,43045,-2.590690027,-0.587549322,-0.191557329,-0.591924541,-0.170786848,-0.201253749,-0.610770091,-0.453070321,0.184943397
